STRUCTURE,STRUCTURE_ID,STRUCTURE_NAME,ACTION,FREQ,Frequency of observation,TERRITORIAL_LEVEL,Territorial level,REF_AREA,Reference area,TERRITORIAL_TYPE,Territorial typology,MEASURE,Measure,AGE,Age,SEX,Sex,UNIT_MEASURE,Unit of measure,TIME_PERIOD,Time period,OBS_VALUE,Observation value,COUNTRY,Country,OBS_STATUS,Observation status,UNIT_MULT,Unit multiplier,DECIMALS,Decimals
DATAFLOW,OECD.CFE.EDS:DSD_REG_DEMO@DF_POP_BROAD(2.0),Population by broad age groups - Regions,I,A,Annual,TL2,TL2,US39,Ohio,_Z,Not applicable,POP,Population,Y15T64,From 15 to 64 years,_T,Total,PS,Persons,2012,,7643576,,USA,United States,A,Normal value,0,Units,0,Zero
DATAFLOW,OECD.CFE.EDS:DSD_REG_DEMO@DF_POP_BROAD(2.0),Population by broad age groups - Regions,I,A,Annual,TL2,TL2,US18,Indiana,_Z,Not applicable,POP,Population,Y15T64,From 15 to 64 years,_T,Total,PS,Persons,2012,,4330532,,USA,United States,A,Normal value,0,Units,0,Zero
DATAFLOW,OECD.CFE.EDS:DSD_REG_DEMO@DF_POP_BROAD(2.0),Population by broad age groups - Regions,I,A,Annual,TL2,TL2,US29,Missouri,_Z,Not applicable,POP,Population,Y15T64,From 15 to 64 years,_T,Total,PS,Persons,2012,,3974603,,USA,United States,A,Normal value,0,Units,0,Zero
DATAFLOW,OECD.CFE.EDS:DSD_REG_DEMO@DF_POP_BROAD(2.0),Population by broad age groups - Regions,I,A,Annual,TL2,TL2,US48,Texas,_Z,Not applicable,POP,Population,Y15T64,From 15 to 64 years,_T,Total,PS,Persons,2012,,17392868,,USA,United States,A,Normal value,0,Units,0,Zero
DATAFLOW,OECD.CFE.EDS:DSD_REG_DEMO@DF_POP_BROAD(2.0),Population by broad age groups - Regions,I,A,Annual,TL2,TL2,US09,Connecticut,_Z,Not applicable,POP,Population,Y15T64,From 15 to 64 years,_T,Total,PS,Persons,2012,,2412276,,USA,United States,A,Normal value,0,Units,0,Zero
DATAFLOW,OECD.CFE.EDS:DSD_REG_DEMO@DF_POP_BROAD(2.0),Population by broad age groups - Regions,I,A,Annual,TL2,TL2,US36,New York,_Z,Not applicable,POP,Population,Y15T64,From 15 to 64 years,_T,Total,PS,Persons,2012,,13294200,,USA,United States,A,Normal value,0,Units,0,Zero
DATAFLOW,OECD.CFE.EDS:DSD_REG_DEMO@DF_POP_BROAD(2.0),Population by broad age groups - Regions,I,A,Annual,TL2,TL2,US40,Oklahoma,_Z,Not applicable,POP,Population,Y15T64,From 15 to 64 years,_T,Total,PS,Persons,2012,,2494668,,USA,United States,A,Normal value,0,Units,0,Zero
DATAFLOW,OECD.CFE.EDS:DSD_REG_DEMO@DF_POP_BROAD(2.0),Population by broad age groups - Regions,I,A,Annual,TL2,TL2,US12,Florida,_Z,Not applicable,POP,Population,Y15T64,From 15 to 64 years,_T,Total,PS,Persons,2012,,12512851,,USA,United States,A,Normal value,0,Units,0,Zero
DATAFLOW,OECD.CFE.EDS:DSD_REG_DEMO@DF_POP_BROAD(2.0),Population by broad age groups - Regions,I,A,Annual,TL2,TL2,US26,Michigan,_Z,Not applicable,POP,Population,Y15T64,From 15 to 64 years,_T,Total,PS,Persons,2012,,6594340,,USA,United States,A,Normal value,0,Units,0,Zero
DATAFLOW,OECD.CFE.EDS:DSD_REG_DEMO@DF_POP_BROAD(2.0),Population by broad age groups - Regions,I,A,Annual,TL2,TL2,US11,District of Columbia,_Z,Not applicable,POP,Population,Y15T64,From 15 to 64 years,_T,Total,PS,Persons,2012,,470145,,USA,United States,A,Normal value,0,Units,0,Zero
DATAFLOW,OECD.CFE.EDS:DSD_REG_DEMO@DF_POP_BROAD(2.0),Population by broad age groups - Regions,I,A,Annual,TL2,TL2,US15,Hawaii,_Z,Not applicable,POP,Population,Y15T64,From 15 to 64 years,_T,Total,PS,Persons,2012,,924192,,USA,United States,A,Normal value,0,Units,0,Zero
DATAFLOW,OECD.CFE.EDS:DSD_REG_DEMO@DF_POP_BROAD(2.0),Population by broad age groups - Regions,I,A,Annual,TL2,TL2,US05,Arkansas,_Z,Not applicable,POP,Population,Y15T64,From 15 to 64 years,_T,Total,PS,Persons,2012,,1917054,,USA,United States,A,Normal value,0,Units,0,Zero
DATAFLOW,OECD.CFE.EDS:DSD_REG_DEMO@DF_POP_BROAD(2.0),Population by broad age groups - Regions,I,A,Annual,TL2,TL2,US46,South Dakota,_Z,Not applicable,POP,Population,Y15T64,From 15 to 64 years,_T,Total,PS,Persons,2012,,539929,,USA,United States,A,Normal value,0,Units,0,Zero
DATAFLOW,OECD.CFE.EDS:DSD_REG_DEMO@DF_POP_BROAD(2.0),Population by broad age groups - Regions,I,A,Annual,TL2,TL2,US27,Minnesota,_Z,Not applicable,POP,Population,Y15T64,From 15 to 64 years,_T,Total,PS,Persons,2012,,3584982,,USA,United States,A,Normal value,0,Units,0,Zero
DATAFLOW,OECD.CFE.EDS:DSD_REG_DEMO@DF_POP_BROAD(2.0),Population by broad age groups - Regions,I,A,Annual,TL2,TL2,US33,New Hampshire,_Z,Not applicable,POP,Population,Y15T64,From 15 to 64 years,_T,Total,PS,Persons,2012,,906086,,USA,United States,A,Normal value,0,Units,0,Zero
DATAFLOW,OECD.CFE.EDS:DSD_REG_DEMO@DF_POP_BROAD(2.0),Population by broad age groups - Regions,I,A,Annual,TL2,TL2,US21,Kentucky,_Z,Not applicable,POP,Population,Y15T64,From 15 to 64 years,_T,Total,PS,Persons,2012,,2923635,,USA,United States,A,Normal value,0,Units,0,Zero
DATAFLOW,OECD.CFE.EDS:DSD_REG_DEMO@DF_POP_BROAD(2.0),Population by broad age groups - Regions,I,A,Annual,TL2,TL2,US23,Maine,_Z,Not applicable,POP,Population,Y15T64,From 15 to 64 years,_T,Total,PS,Persons,2012,,885450,,USA,United States,A,Normal value,0,Units,0,Zero
DATAFLOW,OECD.CFE.EDS:DSD_REG_DEMO@DF_POP_BROAD(2.0),Population by broad age groups - Regions,I,A,Annual,TL2,TL2,US24,Maryland,_Z,Not applicable,POP,Population,Y15T64,From 15 to 64 years,_T,Total,PS,Persons,2012,,4008457,,USA,United States,A,Normal value,0,Units,0,Zero
DATAFLOW,OECD.CFE.EDS:DSD_REG_DEMO@DF_POP_BROAD(2.0),Population by broad age groups - Regions,I,A,Annual,TL2,TL2,US47,Tennessee,_Z,Not applicable,POP,Population,Y15T64,From 15 to 64 years,_T,Total,PS,Persons,2012,,4293823,,USA,United States,A,Normal value,0,Units,0,Zero
DATAFLOW,OECD.CFE.EDS:DSD_REG_DEMO@DF_POP_BROAD(2.0),Population by broad age groups - Regions,I,A,Annual,TL2,TL2,US34,New Jersey,_Z,Not applicable,POP,Population,Y15T64,From 15 to 64 years,_T,Total,PS,Persons,2012,,5921767,,USA,United States,A,Normal value,0,Units,0,Zero
DATAFLOW,OECD.CFE.EDS:DSD_REG_DEMO@DF_POP_BROAD(2.0),Population by broad age groups - Regions,I,A,Annual,TL2,TL2,US34,New Jersey,_Z,Not applicable,POP,Population,Y15T64,From 15 to 64 years,_T,Total,PS,Persons,2011,,5935057,,USA,United States,A,Normal value,0,Units,0,Zero
DATAFLOW,OECD.CFE.EDS:DSD_REG_DEMO@DF_POP_BROAD(2.0),Population by broad age groups - Regions,I,A,Annual,TL2,TL2,US47,Tennessee,_Z,Not applicable,POP,Population,Y15T64,From 15 to 64 years,_T,Total,PS,Persons,2011,,4282641,,USA,United States,A,Normal value,0,Units,0,Zero
DATAFLOW,OECD.CFE.EDS:DSD_REG_DEMO@DF_POP_BROAD(2.0),Population by broad age groups - Regions,I,A,Annual,TL2,TL2,US24,Maryland,_Z,Not applicable,POP,Population,Y15T64,From 15 to 64 years,_T,Total,PS,Persons,2011,,3996421,,USA,United States,A,Normal value,0,Units,0,Zero
DATAFLOW,OECD.CFE.EDS:DSD_REG_DEMO@DF_POP_BROAD(2.0),Population by broad age groups - Regions,I,A,Annual,TL2,TL2,US23,Maine,_Z,Not applicable,POP,Population,Y15T64,From 15 to 64 years,_T,Total,PS,Persons,2011,,893168,,USA,United States,A,Normal value,0,Units,0,Zero
DATAFLOW,OECD.CFE.EDS:DSD_REG_DEMO@DF_POP_BROAD(2.0),Population by broad age groups - Regions,I,A,Annual,TL2,TL2,US21,Kentucky,_Z,Not applicable,POP,Population,Y15T64,From 15 to 64 years,_T,Total,PS,Persons,2011,,2929222,,USA,United States,A,Normal value,0,Units,0,Zero
DATAFLOW,OECD.CFE.EDS:DSD_REG_DEMO@DF_POP_BROAD(2.0),Population by broad age groups - Regions,I,A,Annual,TL2,TL2,US33,New Hampshire,_Z,Not applicable,POP,Population,Y15T64,From 15 to 64 years,_T,Total,PS,Persons,2011,,908189,,USA,United States,A,Normal value,0,Units,0,Zero
DATAFLOW,OECD.CFE.EDS:DSD_REG_DEMO@DF_POP_BROAD(2.0),Population by broad age groups - Regions,I,A,Annual,TL2,TL2,US27,Minnesota,_Z,Not applicable,POP,Population,Y15T64,From 15 to 64 years,_T,Total,PS,Persons,2011,,3582465,,USA,United States,A,Normal value,0,Units,0,Zero
DATAFLOW,OECD.CFE.EDS:DSD_REG_DEMO@DF_POP_BROAD(2.0),Population by broad age groups - Regions,I,A,Annual,TL2,TL2,US46,South Dakota,_Z,Not applicable,POP,Population,Y15T64,From 15 to 64 years,_T,Total,PS,Persons,2011,,534791,,USA,United States,A,Normal value,0,Units,0,Zero
DATAFLOW,OECD.CFE.EDS:DSD_REG_DEMO@DF_POP_BROAD(2.0),Population by broad age groups - Regions,I,A,Annual,TL2,TL2,US05,Arkansas,_Z,Not applicable,POP,Population,Y15T64,From 15 to 64 years,_T,Total,PS,Persons,2011,,1919704,,USA,United States,A,Normal value,0,Units,0,Zero
DATAFLOW,OECD.CFE.EDS:DSD_REG_DEMO@DF_POP_BROAD(2.0),Population by broad age groups - Regions,I,A,Annual,TL2,TL2,US15,Hawaii,_Z,Not applicable,POP,Population,Y15T64,From 15 to 64 years,_T,Total,PS,Persons,2011,,920462,,USA,United States,A,Normal value,0,Units,0,Zero
DATAFLOW,OECD.CFE.EDS:DSD_REG_DEMO@DF_POP_BROAD(2.0),Population by broad age groups - Regions,I,A,Annual,TL2,TL2,US11,District of Columbia,_Z,Not applicable,POP,Population,Y15T64,From 15 to 64 years,_T,Total,PS,Persons,2011,,461756,,USA,United States,A,Normal value,0,Units,0,Zero
DATAFLOW,OECD.CFE.EDS:DSD_REG_DEMO@DF_POP_BROAD(2.0),Population by broad age groups - Regions,I,A,Annual,TL2,TL2,US26,Michigan,_Z,Not applicable,POP,Population,Y15T64,From 15 to 64 years,_T,Total,PS,Persons,2011,,6613433,,USA,United States,A,Normal value,0,Units,0,Zero
DATAFLOW,OECD.CFE.EDS:DSD_REG_DEMO@DF_POP_BROAD(2.0),Population by broad age groups - Regions,I,A,Annual,TL2,TL2,US12,Florida,_Z,Not applicable,POP,Population,Y15T64,From 15 to 64 years,_T,Total,PS,Persons,2011,,12442550,,USA,United States,A,Normal value,0,Units,0,Zero
DATAFLOW,OECD.CFE.EDS:DSD_REG_DEMO@DF_POP_BROAD(2.0),Population by broad age groups - Regions,I,A,Annual,TL2,TL2,US40,Oklahoma,_Z,Not applicable,POP,Population,Y15T64,From 15 to 64 years,_T,Total,PS,Persons,2011,,2487078,,USA,United States,A,Normal value,0,Units,0,Zero
DATAFLOW,OECD.CFE.EDS:DSD_REG_DEMO@DF_POP_BROAD(2.0),Population by broad age groups - Regions,I,A,Annual,TL2,TL2,US36,New York,_Z,Not applicable,POP,Population,Y15T64,From 15 to 64 years,_T,Total,PS,Persons,2011,,13302211,,USA,United States,A,Normal value,0,Units,0,Zero
DATAFLOW,OECD.CFE.EDS:DSD_REG_DEMO@DF_POP_BROAD(2.0),Population by broad age groups - Regions,I,A,Annual,TL2,TL2,US09,Connecticut,_Z,Not applicable,POP,Population,Y15T64,From 15 to 64 years,_T,Total,PS,Persons,2011,,2415824,,USA,United States,A,Normal value,0,Units,0,Zero
DATAFLOW,OECD.CFE.EDS:DSD_REG_DEMO@DF_POP_BROAD(2.0),Population by broad age groups - Regions,I,A,Annual,TL2,TL2,US48,Texas,_Z,Not applicable,POP,Population,Y15T64,From 15 to 64 years,_T,Total,PS,Persons,2011,,17139104,,USA,United States,A,Normal value,0,Units,0,Zero
DATAFLOW,OECD.CFE.EDS:DSD_REG_DEMO@DF_POP_BROAD(2.0),Population by broad age groups - Regions,I,A,Annual,TL2,TL2,US29,Missouri,_Z,Not applicable,POP,Population,Y15T64,From 15 to 64 years,_T,Total,PS,Persons,2011,,3985060,,USA,United States,A,Normal value,0,Units,0,Zero
DATAFLOW,OECD.CFE.EDS:DSD_REG_DEMO@DF_POP_BROAD(2.0),Population by broad age groups - Regions,I,A,Annual,TL2,TL2,US18,Indiana,_Z,Not applicable,POP,Population,Y15T64,From 15 to 64 years,_T,Total,PS,Persons,2011,,4334979,,USA,United States,A,Normal value,0,Units,0,Zero
DATAFLOW,OECD.CFE.EDS:DSD_REG_DEMO@DF_POP_BROAD(2.0),Population by broad age groups - Regions,I,A,Annual,TL2,TL2,US39,Ohio,_Z,Not applicable,POP,Population,Y15T64,From 15 to 64 years,_T,Total,PS,Persons,2011,,7680637,,USA,United States,A,Normal value,0,Units,0,Zero
DATAFLOW,OECD.CFE.EDS:DSD_REG_DEMO@DF_POP_BROAD(2.0),Population by broad age groups - Regions,I,A,Annual,TL2,TL2,US56,Wyoming,_Z,Not applicable,POP,Population,Y15T64,From 15 to 64 years,_T,Total,PS,Persons,2011,,381094,,USA,United States,A,Normal value,0,Units,0,Zero
DATAFLOW,OECD.CFE.EDS:DSD_REG_DEMO@DF_POP_BROAD(2.0),Population by broad age groups - Regions,I,A,Annual,TL2,TL2,US17,Illinois,_Z,Not applicable,POP,Population,Y15T64,From 15 to 64 years,_T,Total,PS,Persons,2011,,8676815,,USA,United States,A,Normal value,0,Units,0,Zero
DATAFLOW,OECD.CFE.EDS:DSD_REG_DEMO@DF_POP_BROAD(2.0),Population by broad age groups - Regions,I,A,Annual,TL2,TL2,US42,Pennsylvania,_Z,Not applicable,POP,Population,Y15T64,From 15 to 64 years,_T,Total,PS,Persons,2011,,8506222,,USA,United States,A,Normal value,0,Units,0,Zero
DATAFLOW,OECD.CFE.EDS:DSD_REG_DEMO@DF_POP_BROAD(2.0),Population by broad age groups - Regions,I,A,Annual,TL2,TL2,US53,Washington,_Z,Not applicable,POP,Population,Y15T64,From 15 to 64 years,_T,Total,PS,Persons,2011,,4645046,,USA,United States,A,Normal value,0,Units,0,Zero
DATAFLOW,OECD.CFE.EDS:DSD_REG_DEMO@DF_POP_BROAD(2.0),Population by broad age groups - Regions,I,A,Annual,TL2,TL2,US55,Wisconsin,_Z,Not applicable,POP,Population,Y15T64,From 15 to 64 years,_T,Total,PS,Persons,2011,,3817911,,USA,United States,A,Normal value,0,Units,0,Zero
DATAFLOW,OECD.CFE.EDS:DSD_REG_DEMO@DF_POP_BROAD(2.0),Population by broad age groups - Regions,I,A,Annual,TL2,TL2,US38,North Dakota,_Z,Not applicable,POP,Population,Y15T64,From 15 to 64 years,_T,Total,PS,Persons,2011,,459018,,USA,United States,A,Normal value,0,Units,0,Zero
DATAFLOW,OECD.CFE.EDS:DSD_REG_DEMO@DF_POP_BROAD(2.0),Population by broad age groups - Regions,I,A,Annual,TL2,TL2,US30,Montana,_Z,Not applicable,POP,Population,Y15T64,From 15 to 64 years,_T,Total,PS,Persons,2011,,661915,,USA,United States,A,Normal value,0,Units,0,Zero
DATAFLOW,OECD.CFE.EDS:DSD_REG_DEMO@DF_POP_BROAD(2.0),Population by broad age groups - Regions,I,A,Annual,TL2,TL2,US20,Kansas,_Z,Not applicable,POP,Population,Y15T64,From 15 to 64 years,_T,Total,PS,Persons,2011,,1880105,,USA,United States,A,Normal value,0,Units,0,Zero
DATAFLOW,OECD.CFE.EDS:DSD_REG_DEMO@DF_POP_BROAD(2.0),Population by broad age groups - Regions,I,A,Annual,TL2,TL2,US51,Virginia,_Z,Not applicable,POP,Population,Y15T64,From 15 to 64 years,_T,Total,PS,Persons,2011,,5547868,,USA,United States,A,Normal value,0,Units,0,Zero
DATAFLOW,OECD.CFE.EDS:DSD_REG_DEMO@DF_POP_BROAD(2.0),Population by broad age groups - Regions,I,A,Annual,TL2,TL2,US16,Idaho,_Z,Not applicable,POP,Population,Y15T64,From 15 to 64 years,_T,Total,PS,Persons,2011,,1022522,,USA,United States,A,Normal value,0,Units,0,Zero
DATAFLOW,OECD.CFE.EDS:DSD_REG_DEMO@DF_POP_BROAD(2.0),Population by broad age groups - Regions,I,A,Annual,TL2,TL2,US06,California,_Z,Not applicable,POP,Population,Y15T64,From 15 to 64 years,_T,Total,PS,Persons,2011,,25640625,,USA,United States,A,Normal value,0,Units,0,Zero
DATAFLOW,OECD.CFE.EDS:DSD_REG_DEMO@DF_POP_BROAD(2.0),Population by broad age groups - Regions,I,A,Annual,TL2,TL2,US37,North Carolina,_Z,Not applicable,POP,Population,Y15T64,From 15 to 64 years,_T,Total,PS,Persons,2011,,6474928,,USA,United States,A,Normal value,0,Units,0,Zero
DATAFLOW,OECD.CFE.EDS:DSD_REG_DEMO@DF_POP_BROAD(2.0),Population by broad age groups - Regions,I,A,Annual,TL2,TL2,US32,Nevada,_Z,Not applicable,POP,Population,Y15T64,From 15 to 64 years,_T,Total,PS,Persons,2011,,1825895,,USA,United States,A,Normal value,0,Units,0,Zero
DATAFLOW,OECD.CFE.EDS:DSD_REG_DEMO@DF_POP_BROAD(2.0),Population by broad age groups - Regions,I,A,Annual,TL2,TL2,US02,Alaska,_Z,Not applicable,POP,Population,Y15T64,From 15 to 64 years,_T,Total,PS,Persons,2011,,506287,,USA,United States,A,Normal value,0,Units,0,Zero
DATAFLOW,OECD.CFE.EDS:DSD_REG_DEMO@DF_POP_BROAD(2.0),Population by broad age groups - Regions,I,A,Annual,TL2,TL2,US01,Alabama,_Z,Not applicable,POP,Population,Y15T64,From 15 to 64 years,_T,Total,PS,Persons,2011,,3197764,,USA,United States,A,Normal value,0,Units,0,Zero
DATAFLOW,OECD.CFE.EDS:DSD_REG_DEMO@DF_POP_BROAD(2.0),Population by broad age groups - Regions,I,A,Annual,TL2,TL2,US31,Nebraska,_Z,Not applicable,POP,Population,Y15T64,From 15 to 64 years,_T,Total,PS,Persons,2011,,1205228,,USA,United States,A,Normal value,0,Units,0,Zero
DATAFLOW,OECD.CFE.EDS:DSD_REG_DEMO@DF_POP_BROAD(2.0),Population by broad age groups - Regions,I,A,Annual,TL2,TL2,US45,South Carolina,_Z,Not applicable,POP,Population,Y15T64,From 15 to 64 years,_T,Total,PS,Persons,2011,,3117345,,USA,United States,A,Normal value,0,Units,0,Zero
DATAFLOW,OECD.CFE.EDS:DSD_REG_DEMO@DF_POP_BROAD(2.0),Population by broad age groups - Regions,I,A,Annual,TL2,TL2,US49,Utah,_Z,Not applicable,POP,Population,Y15T64,From 15 to 64 years,_T,Total,PS,Persons,2011,,1805068,,USA,United States,A,Normal value,0,Units,0,Zero
DATAFLOW,OECD.CFE.EDS:DSD_REG_DEMO@DF_POP_BROAD(2.0),Population by broad age groups - Regions,I,A,Annual,TL2,TL2,US04,Arizona,_Z,Not applicable,POP,Population,Y15T64,From 15 to 64 years,_T,Total,PS,Persons,2011,,4206675,,USA,United States,A,Normal value,0,Units,0,Zero
DATAFLOW,OECD.CFE.EDS:DSD_REG_DEMO@DF_POP_BROAD(2.0),Population by broad age groups - Regions,I,A,Annual,TL2,TL2,US13,Georgia,_Z,Not applicable,POP,Population,Y15T64,From 15 to 64 years,_T,Total,PS,Persons,2011,,6652956,,USA,United States,A,Normal value,0,Units,0,Zero
DATAFLOW,OECD.CFE.EDS:DSD_REG_DEMO@DF_POP_BROAD(2.0),Population by broad age groups - Regions,I,A,Annual,TL2,TL2,US41,Oregon,_Z,Not applicable,POP,Population,Y15T64,From 15 to 64 years,_T,Total,PS,Persons,2011,,2604517,,USA,United States,A,Normal value,0,Units,0,Zero
DATAFLOW,OECD.CFE.EDS:DSD_REG_DEMO@DF_POP_BROAD(2.0),Population by broad age groups - Regions,I,A,Annual,TL2,TL2,US25,Massachusetts,_Z,Not applicable,POP,Population,Y15T64,From 15 to 64 years,_T,Total,PS,Persons,2011,,4537948,,USA,United States,A,Normal value,0,Units,0,Zero
DATAFLOW,OECD.CFE.EDS:DSD_REG_DEMO@DF_POP_BROAD(2.0),Population by broad age groups - Regions,I,A,Annual,TL2,TL2,US10,Delaware,_Z,Not applicable,POP,Population,Y15T64,From 15 to 64 years,_T,Total,PS,Persons,2011,,604221,,USA,United States,A,Normal value,0,Units,0,Zero
DATAFLOW,OECD.CFE.EDS:DSD_REG_DEMO@DF_POP_BROAD(2.0),Population by broad age groups - Regions,I,A,Annual,TL2,TL2,US54,West Virginia,_Z,Not applicable,POP,Population,Y15T64,From 15 to 64 years,_T,Total,PS,Persons,2011,,1236933,,USA,United States,A,Normal value,0,Units,0,Zero
DATAFLOW,OECD.CFE.EDS:DSD_REG_DEMO@DF_POP_BROAD(2.0),Population by broad age groups - Regions,I,A,Annual,TL2,TL2,US44,Rhode Island,_Z,Not applicable,POP,Population,Y15T64,From 15 to 64 years,_T,Total,PS,Persons,2011,,720241,,USA,United States,A,Normal value,0,Units,0,Zero
DATAFLOW,OECD.CFE.EDS:DSD_REG_DEMO@DF_POP_BROAD(2.0),Population by broad age groups - Regions,I,A,Annual,TL2,TL2,US19,Iowa,_Z,Not applicable,POP,Population,Y15T64,From 15 to 64 years,_T,Total,PS,Persons,2011,,2005763,,USA,United States,A,Normal value,0,Units,0,Zero
DATAFLOW,OECD.CFE.EDS:DSD_REG_DEMO@DF_POP_BROAD(2.0),Population by broad age groups - Regions,I,A,Annual,TL2,TL2,US50,Vermont,_Z,Not applicable,POP,Population,Y15T64,From 15 to 64 years,_T,Total,PS,Persons,2011,,430292,,USA,United States,A,Normal value,0,Units,0,Zero
DATAFLOW,OECD.CFE.EDS:DSD_REG_DEMO@DF_POP_BROAD(2.0),Population by broad age groups - Regions,I,A,Annual,TL2,TL2,US28,Mississippi,_Z,Not applicable,POP,Population,Y15T64,From 15 to 64 years,_T,Total,PS,Persons,2011,,1968792,,USA,United States,A,Normal value,0,Units,0,Zero
DATAFLOW,OECD.CFE.EDS:DSD_REG_DEMO@DF_POP_BROAD(2.0),Population by broad age groups - Regions,I,A,Annual,TL2,TL2,US22,Louisiana,_Z,Not applicable,POP,Population,Y15T64,From 15 to 64 years,_T,Total,PS,Persons,2011,,3072646,,USA,United States,A,Normal value,0,Units,0,Zero
DATAFLOW,OECD.CFE.EDS:DSD_REG_DEMO@DF_POP_BROAD(2.0),Population by broad age groups - Regions,I,A,Annual,TL2,TL2,US08,Colorado,_Z,Not applicable,POP,Population,Y15T64,From 15 to 64 years,_T,Total,PS,Persons,2011,,3513334,,USA,United States,A,Normal value,0,Units,0,Zero
DATAFLOW,OECD.CFE.EDS:DSD_REG_DEMO@DF_POP_BROAD(2.0),Population by broad age groups - Regions,I,A,Annual,TL2,TL2,US35,New Mexico,_Z,Not applicable,POP,Population,Y15T64,From 15 to 64 years,_T,Total,PS,Persons,2011,,1367703,,USA,United States,A,Normal value,0,Units,0,Zero
DATAFLOW,OECD.CFE.EDS:DSD_REG_DEMO@DF_POP_BROAD(2.0),Population by broad age groups - Regions,I,A,Annual,TL2,TL2,US34,New Jersey,_Z,Not applicable,POP,Population,Y15T64,From 15 to 64 years,_T,Total,PS,Persons,2015,,5892317,,USA,United States,A,Normal value,0,Units,0,Zero
DATAFLOW,OECD.CFE.EDS:DSD_REG_DEMO@DF_POP_BROAD(2.0),Population by broad age groups - Regions,I,A,Annual,TL2,TL2,US47,Tennessee,_Z,Not applicable,POP,Population,Y15T64,From 15 to 64 years,_T,Total,PS,Persons,2015,,4336509,,USA,United States,A,Normal value,0,Units,0,Zero
DATAFLOW,OECD.CFE.EDS:DSD_REG_DEMO@DF_POP_BROAD(2.0),Population by broad age groups - Regions,I,A,Annual,TL2,TL2,US24,Maryland,_Z,Not applicable,POP,Population,Y15T64,From 15 to 64 years,_T,Total,PS,Persons,2015,,4022906,,USA,United States,A,Normal value,0,Units,0,Zero
DATAFLOW,OECD.CFE.EDS:DSD_REG_DEMO@DF_POP_BROAD(2.0),Population by broad age groups - Regions,I,A,Annual,TL2,TL2,US23,Maine,_Z,Not applicable,POP,Population,Y15T64,From 15 to 64 years,_T,Total,PS,Persons,2015,,869407,,USA,United States,A,Normal value,0,Units,0,Zero
DATAFLOW,OECD.CFE.EDS:DSD_REG_DEMO@DF_POP_BROAD(2.0),Population by broad age groups - Regions,I,A,Annual,TL2,TL2,US21,Kentucky,_Z,Not applicable,POP,Population,Y15T64,From 15 to 64 years,_T,Total,PS,Persons,2015,,2913805,,USA,United States,A,Normal value,0,Units,0,Zero
DATAFLOW,OECD.CFE.EDS:DSD_REG_DEMO@DF_POP_BROAD(2.0),Population by broad age groups - Regions,I,A,Annual,TL2,TL2,US33,New Hampshire,_Z,Not applicable,POP,Population,Y15T64,From 15 to 64 years,_T,Total,PS,Persons,2015,,901879,,USA,United States,A,Normal value,0,Units,0,Zero
DATAFLOW,OECD.CFE.EDS:DSD_REG_DEMO@DF_POP_BROAD(2.0),Population by broad age groups - Regions,I,A,Annual,TL2,TL2,US27,Minnesota,_Z,Not applicable,POP,Population,Y15T64,From 15 to 64 years,_T,Total,PS,Persons,2015,,3609281,,USA,United States,A,Normal value,0,Units,0,Zero
DATAFLOW,OECD.CFE.EDS:DSD_REG_DEMO@DF_POP_BROAD(2.0),Population by broad age groups - Regions,I,A,Annual,TL2,TL2,US46,South Dakota,_Z,Not applicable,POP,Population,Y15T64,From 15 to 64 years,_T,Total,PS,Persons,2015,,543588,,USA,United States,A,Normal value,0,Units,0,Zero
DATAFLOW,OECD.CFE.EDS:DSD_REG_DEMO@DF_POP_BROAD(2.0),Population by broad age groups - Regions,I,A,Annual,TL2,TL2,US05,Arkansas,_Z,Not applicable,POP,Population,Y15T64,From 15 to 64 years,_T,Total,PS,Persons,2015,,1915599,,USA,United States,A,Normal value,0,Units,0,Zero
DATAFLOW,OECD.CFE.EDS:DSD_REG_DEMO@DF_POP_BROAD(2.0),Population by broad age groups - Regions,I,A,Annual,TL2,TL2,US15,Hawaii,_Z,Not applicable,POP,Population,Y15T64,From 15 to 64 years,_T,Total,PS,Persons,2015,,923524,,USA,United States,A,Normal value,0,Units,0,Zero
DATAFLOW,OECD.CFE.EDS:DSD_REG_DEMO@DF_POP_BROAD(2.0),Population by broad age groups - Regions,I,A,Annual,TL2,TL2,US11,District of Columbia,_Z,Not applicable,POP,Population,Y15T64,From 15 to 64 years,_T,Total,PS,Persons,2015,,491911,,USA,United States,A,Normal value,0,Units,0,Zero
DATAFLOW,OECD.CFE.EDS:DSD_REG_DEMO@DF_POP_BROAD(2.0),Population by broad age groups - Regions,I,A,Annual,TL2,TL2,US26,Michigan,_Z,Not applicable,POP,Population,Y15T64,From 15 to 64 years,_T,Total,PS,Persons,2015,,6552751,,USA,United States,A,Normal value,0,Units,0,Zero
DATAFLOW,OECD.CFE.EDS:DSD_REG_DEMO@DF_POP_BROAD(2.0),Population by broad age groups - Regions,I,A,Annual,TL2,TL2,US12,Florida,_Z,Not applicable,POP,Population,Y15T64,From 15 to 64 years,_T,Total,PS,Persons,2015,,12925982,,USA,United States,A,Normal value,0,Units,0,Zero
